epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
94,8773.22,0.95859,1.02122,2.14094,0.39305,0.47154,0.42158,0.24758,2.84784,2.94177,3.84627,0.003862,0.003862,0.003862
95,8868.17,0.9527,1.02279,2.13506,0.37584,0.49598,0.42094,0.24807,2.84524,2.93711,3.84193,0.003796,0.003796,0.003796
96,8962.66,0.95095,1.00657,2.12975,0.37585,0.50054,0.42325,0.24938,2.84196,2.93,3.8398,0.00373,0.00373,0.00373
97,9057.5,0.9475,1.00162,2.12576,0.37293,0.49982,0.42492,0.25085,2.84014,2.92269,3.83867,0.003664,0.003664,0.003664
98,9153.7,0.942,1.00374,2.12968,0.37308,0.49838,0.42593,0.25129,2.8347,2.92023,3.83453,0.003598,0.003598,0.003598
99,9248.21,0.94536,1.00783,2.12497,0.37379,0.49486,0.42712,0.25266,2.83417,2.91361,3.83485,0.003532,0.003532,0.003532
100,9343.28,0.93667,0.99899,2.11849,0.37585,0.49527,0.42974,0.25393,2.83328,2.90872,3.83305,0.003466,0.003466,0.003466
101,9437.52,0.93611,0.98728,2.12273,0.37751,0.49542,0.43136,0.2549,2.83098,2.90535,3.83114,0.0034,0.0034,0.0034
102,9532.35,0.93944,0.99976,2.12191,0.37998,0.49478,0.43388,0.25682,2.83023,2.89964,3.82911,0.003334,0.003334,0.003334
103,9629.31,0.9236,0.97339,2.10964,0.38046,0.49725,0.43395,0.25669,2.82822,2.89523,3.82908,0.003268,0.003268,0.003268
104,9723.97,0.92106,0.97548,2.11651,0.38468,0.50139,0.43371,0.25717,2.82741,2.8909,3.82634,0.003202,0.003202,0.003202
105,9819.41,0.91816,0.97644,2.11526,0.38239,0.50353,0.43542,0.25835,2.82654,2.88428,3.82371,0.003136,0.003136,0.003136
106,9914.37,0.91481,0.9748,2.10461,0.39289,0.49574,0.43761,0.25947,2.82563,2.87966,3.82118,0.00307,0.00307,0.00307
107,10009.8,0.91218,0.96198,2.1045,0.39267,0.49463,0.43934,0.26047,2.82539,2.873,3.82019,0.003004,0.003004,0.003004
108,10105.1,0.91317,0.96354,2.10813,0.39184,0.49926,0.44026,0.26124,2.82372,2.8701,3.81717,0.002938,0.002938,0.002938
109,10200.9,0.90621,0.95763,2.10657,0.39211,0.50183,0.44142,0.26244,2.82314,2.86601,3.81695,0.002872,0.002872,0.002872
110,10295.7,0.9056,0.94886,2.10219,0.3949,0.50858,0.44141,0.26215,2.82444,2.85926,3.81601,0.002806,0.002806,0.002806
111,10390.8,0.90157,0.95322,2.09915,0.39564,0.5071,0.44339,0.26332,2.82143,2.85839,3.81304,0.00274,0.00274,0.00274
112,10486.3,0.89143,0.93989,2.09333,0.39944,0.5073,0.44423,0.26425,2.82097,2.85313,3.81323,0.002674,0.002674,0.002674
113,10582.1,0.89628,0.94626,2.09848,0.39828,0.50864,0.44564,0.26494,2.82052,2.84928,3.81246,0.002608,0.002608,0.002608
114,10678.4,0.88604,0.93072,2.08262,0.40178,0.50766,0.44542,0.26494,2.81885,2.84736,3.81075,0.002542,0.002542,0.002542
115,10774.8,0.88936,0.94481,2.09302,0.40501,0.49982,0.44655,0.26595,2.81815,2.84248,3.80944,0.002476,0.002476,0.002476
116,10870.1,0.88833,0.93811,2.0916,0.40779,0.5011,0.4475,0.26695,2.81686,2.83882,3.80742,0.00241,0.00241,0.00241
117,10964.8,0.87844,0.91401,2.08506,0.40867,0.50189,0.44762,0.26758,2.81695,2.83204,3.80602,0.002344,0.002344,0.002344
118,11059.4,0.87862,0.92221,2.08552,0.41054,0.50439,0.44858,0.26851,2.81582,2.82718,3.80321,0.002278,0.002278,0.002278
119,11153.8,0.871,0.91446,2.07914,0.41223,0.50485,0.44918,0.26912,2.81403,2.82299,3.80009,0.002212,0.002212,0.002212
120,11248.9,0.8738,0.90411,2.07531,0.41253,0.50223,0.44944,0.26928,2.81176,2.81955,3.79793,0.002146,0.002146,0.002146
121,11344.8,0.87317,0.90729,2.08249,0.41285,0.50073,0.44892,0.26873,2.81206,2.81347,3.79929,0.00208,0.00208,0.00208
122,11438.6,0.86787,0.90349,2.08081,0.41558,0.50038,0.45042,0.26981,2.81091,2.81004,3.79714,0.002014,0.002014,0.002014
123,11533.2,0.86446,0.89986,2.07761,0.41716,0.49866,0.4506,0.27013,2.81156,2.80389,3.79782,0.001948,0.001948,0.001948
124,11627.7,0.86564,0.89323,2.07644,0.41966,0.49404,0.4513,0.27044,2.81143,2.79666,3.79674,0.001882,0.001882,0.001882
125,11724.9,0.84721,0.88324,2.07117,0.42106,0.49521,0.45193,0.2711,2.81126,2.79171,3.79599,0.001816,0.001816,0.001816
126,11821.8,0.8479,0.88809,2.07243,0.42158,0.48943,0.45327,0.27195,2.81125,2.78609,3.79487,0.00175,0.00175,0.00175
127,11919.8,0.84898,0.88887,2.06936,0.43027,0.4907,0.45428,0.27249,2.8106,2.78199,3.79385,0.001684,0.001684,0.001684
128,12015.4,0.84252,0.86993,2.06491,0.43966,0.49068,0.45609,0.27338,2.8099,2.77689,3.79271,0.001618,0.001618,0.001618
129,12112,0.84356,0.87866,2.07136,0.44161,0.48622,0.45719,0.2741,2.80834,2.77568,3.79181,0.001552,0.001552,0.001552
130,12206.8,0.83209,0.86074,2.05548,0.44202,0.48974,0.45843,0.27474,2.80745,2.77117,3.79163,0.001486,0.001486,0.001486
131,12301.6,0.83196,0.87179,2.05866,0.44351,0.49143,0.45956,0.27556,2.80865,2.76369,3.79175,0.00142,0.00142,0.00142
132,12397.2,0.83193,0.87249,2.06298,0.44299,0.49187,0.46078,0.27621,2.80781,2.7596,3.79009,0.001354,0.001354,0.001354
133,12492,0.82321,0.85127,2.05846,0.44342,0.49487,0.46295,0.27751,2.80526,2.7574,3.7878,0.001288,0.001288,0.001288
134,12588.8,0.8262,0.85648,2.06258,0.43949,0.4987,0.46317,0.27743,2.8044,2.75459,3.78698,0.001222,0.001222,0.001222
135,12685,0.82191,0.85926,2.05974,0.4285,0.49832,0.46475,0.27874,2.80458,2.74932,3.78784,0.001156,0.001156,0.001156
136,12779.8,0.82247,0.8485,2.05528,0.43014,0.50022,0.46548,0.27893,2.80386,2.746,3.78653,0.00109,0.00109,0.00109
137,12875,0.80396,0.82901,2.04515,0.44004,0.50025,0.46649,0.27928,2.80287,2.74189,3.78528,0.001024,0.001024,0.001024
138,12968.9,0.81013,0.83773,2.04764,0.44112,0.50001,0.46651,0.27974,2.80203,2.73819,3.78449,0.000958,0.000958,0.000958
139,13065,0.80431,0.82973,2.04675,0.4402,0.50311,0.46672,0.27978,2.80118,2.73442,3.78389,0.000892,0.000892,0.000892
140,13161.6,0.79916,0.82485,2.0451,0.43897,0.50237,0.46671,0.28008,2.79972,2.73174,3.78274,0.000826,0.000826,0.000826
141,13258.3,2.61314,2.60761,3.58397,0.44676,0.49226,0.46827,0.28104,2.79844,2.72839,3.78101,0.00076,0.00076,0.00076
142,13352.5,2.54247,2.44125,3.50261,0.44489,0.49874,0.47043,0.28201,2.79741,2.7231,3.7798,0.000694,0.000694,0.000694
143,13447.3,2.51132,2.39208,3.47155,0.44431,0.49772,0.4714,0.2825,2.79674,2.71471,3.77817,0.000628,0.000628,0.000628
144,13542.3,2.50372,2.32567,3.45121,0.4406,0.50158,0.47271,0.2834,2.79632,2.70848,3.77676,0.000562,0.000562,0.000562
145,13636.1,2.47308,2.31348,3.44086,0.4406,0.50136,0.47457,0.28486,2.7954,2.70203,3.77503,0.000496,0.000496,0.000496
146,13729.6,2.45046,2.2936,3.4209,0.43985,0.50512,0.47604,0.28599,2.79414,2.69638,3.77349,0.00043,0.00043,0.00043
147,13822.8,2.45093,2.25032,3.4223,0.43943,0.50402,0.4775,0.28681,2.79362,2.68927,3.77224,0.000364,0.000364,0.000364
148,13917.9,2.43949,2.22211,3.39715,0.44295,0.50533,0.47944,0.28779,2.79173,2.68409,3.77027,0.000298,0.000298,0.000298
149,14012.7,2.42598,2.21748,3.39714,0.44289,0.50363,0.48072,0.28863,2.7925,2.6752,3.76938,0.000232,0.000232,0.000232
150,14107.1,2.41922,2.20488,3.38889,0.44776,0.50817,0.48238,0.28971,2.79056,2.67002,3.76872,0.000166,0.000166,0.000166
