epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
109,8239.55,0.42265,0.45039,1.02242,0.45023,0.54709,0.51533,0.30331,1.40771,1.37706,1.89756,0.002872,0.002872,0.002872
110,8314.22,0.42554,0.447,1.02449,0.45133,0.54472,0.51664,0.30431,1.40736,1.37467,1.89692,0.002806,0.002806,0.002806
111,8384.56,0.4207,0.44262,1.02005,0.44891,0.5474,0.51829,0.30512,1.40636,1.3726,1.89603,0.00274,0.00274,0.00274
112,8457.73,0.42262,0.44124,1.02087,0.45154,0.54723,0.5191,0.30631,1.40593,1.37044,1.89534,0.002674,0.002674,0.002674
113,8531.92,0.4215,0.44331,1.02097,0.46315,0.54824,0.51912,0.30615,1.40528,1.36844,1.89453,0.002608,0.002608,0.002608
114,8604.9,0.41832,0.43844,1.02,0.42911,0.56015,0.52071,0.30721,1.40485,1.36639,1.89381,0.002542,0.002542,0.002542
115,8680.12,0.41852,0.44446,1.02108,0.42937,0.5599,0.52118,0.30736,1.40458,1.3643,1.89326,0.002476,0.002476,0.002476
116,8753.95,0.41627,0.44135,1.01918,0.42811,0.55436,0.52127,0.30739,1.40403,1.36214,1.89282,0.00241,0.00241,0.00241
117,8828.69,0.41061,0.42884,1.01789,0.42557,0.55694,0.52194,0.30858,1.40341,1.36019,1.89208,0.002344,0.002344,0.002344
118,8902.6,0.41041,0.43232,1.01726,0.42291,0.56345,0.5221,0.30876,1.4026,1.35831,1.89131,0.002278,0.002278,0.002278
119,8976.06,0.40881,0.43251,1.01697,0.4248,0.56408,0.52156,0.30885,1.40197,1.35581,1.89062,0.002212,0.002212,0.002212
120,9050.62,0.40554,0.42557,1.01185,0.43058,0.56809,0.52269,0.30895,1.4017,1.35376,1.89024,0.002146,0.002146,0.002146
121,9124.96,0.40605,0.42509,1.01329,0.42234,0.56843,0.52407,0.30955,1.40135,1.3512,1.88973,0.00208,0.00208,0.00208
122,9199.12,0.40568,0.42418,1.01422,0.42257,0.57045,0.52421,0.30931,1.40043,1.34918,1.88866,0.002014,0.002014,0.002014
123,9272.04,0.40404,0.42183,1.01425,0.41308,0.5741,0.52464,0.31031,1.39986,1.34747,1.8878,0.001948,0.001948,0.001948
124,9345.12,0.40341,0.42065,1.01137,0.42033,0.57795,0.5256,0.31073,1.39955,1.34555,1.88723,0.001882,0.001882,0.001882
125,9419.47,0.39695,0.41563,1.00975,0.42183,0.57838,0.52687,0.31144,1.39879,1.34316,1.88625,0.001816,0.001816,0.001816
126,9494.49,0.39701,0.41541,1.00939,0.41787,0.58026,0.52823,0.31247,1.39825,1.34121,1.88543,0.00175,0.00175,0.00175
127,9568.87,0.39526,0.41623,1.00826,0.42055,0.58234,0.5291,0.31271,1.39766,1.33865,1.88488,0.001684,0.001684,0.001684
128,9643.22,0.39512,0.40967,1.009,0.42302,0.58628,0.53067,0.31372,1.39731,1.33638,1.88452,0.001618,0.001618,0.001618
129,9717.75,0.39363,0.41084,1.00787,0.42151,0.58702,0.53128,0.31408,1.39627,1.33439,1.88326,0.001552,0.001552,0.001552
